order_id,product_id,quantity,unit_price,discount_percentage,discount_amount,gross_sales,tax_amount,shipping_cost,net_sales,product_cost,profit
ORD-428619,PROD-000813,3,102.52,0.4152635391290599,127.72,307.56,12.59,14.6,207.03,118.44,73.99
ORD-117901,PROD-000723,4,195.73,0.2503219990219477,195.98,782.92,117.39,9.37,713.7,298.72,405.61
ORD-636529,PROD-000245,1,103.13,0.1241759403598489,12.81,103.13,11.74,7.3,109.36,44.42,57.64
ORD-672701,PROD-000101,2,136.18,0.1498746978646125,40.82,272.36,16.21,3.52,251.27,145.12,102.63
ORD-495717,PROD-000595,2,100.37,0.1983117475304253,39.81,200.74,28.97,0.52,190.42,92.2,97.7
ORD-896664,PROD-000448,2,244.75,0.2555258244146535,125.08,489.5,72.88,2.3,439.6,298.84,138.46
ORD-194902,PROD-000892,1,81.74,0.1372077184121784,11.22,81.74,4.94,24.22,99.68,46.35,29.11
ORD-133195,PROD-001040,2,6.31,0.1725988241630079,2.18,12.62,2.09,0.0,12.53,3.94,8.59
ORD-835414,PROD-000192,1,194.18,0.1528778458695102,29.69,194.18,31.25,2.75,198.49,108.49,87.25
ORD-713138,PROD-000784,1,17.89,0.045340568228517,0.81,17.89,1.2,3.2,21.48,9.11,9.17
ORD-550375,PROD-000636,4,137.44,0.3145540785558337,172.93,549.76,26.38,6.39,409.6,377.92,25.29
ORD-569315,PROD-000897,2,180.11,0.1601198376284289,57.68,360.22,21.18,15.33,339.05,151.76,171.96
ORD-933382,PROD-000644,5,57.62,0.2795070292016783,80.53,288.1,14.53,3.56,225.66,165.35,56.75
ORD-230144,PROD-000032,1,929.66,0.0711523369399094,66.15,929.66,60.45,5.57,929.53,608.18,315.78
ORD-983546,PROD-000151,3,644.0,0.1363482590970703,263.42,1932.0,333.72,1.83,2004.13,1042.5,959.8
ORD-684232,PROD-000614,1,56.55,0.1188782102559574,6.72,56.55,3.49,2.58,55.9,22.23,31.09
ORD-554853,PROD-000937,3,174.76,0.2569206454096626,134.7,524.28,70.12,6.529999999999999,466.23,270.27,189.43
ORD-152279,PROD-000464,2,240.55,0.0377331945432334,18.15,481.1,32.41,6.12,501.48,202.46,292.9
ORD-543694,PROD-000028,1,1010.29,0.1983753177723903,200.42,1010.29,161.97,0.0,971.84,572.01,399.83
ORD-655799,PROD-000333,2,368.17,0.3290998643783965,242.33,736.34,34.58,14.91,543.5,282.9,245.69
ORD-791232,PROD-000266,4,132.1,0.0427662674134626,22.6,528.4,35.41,3.68,544.89,281.64,259.57
ORD-409791,PROD-000541,3,42.56,0.0,0.0,127.68,8.94,0.1299999999999999,136.75,39.84,96.78
ORD-605246,PROD-000753,5,162.47,0.4792712788930639,389.34,812.35,80.37,16.49,519.87,371.75,131.63
ORD-847869,PROD-000442,1,129.13,0.15574746234641,20.11,129.13,20.71,12.74,142.47,83.0,46.73
ORD-333972,PROD-001120,2,121.01,0.2291031343036058,55.45,242.02,18.66,6.16,211.39,122.34,82.89
ORD-971780,PROD-000790,2,174.21,0.415501815400875,144.77,348.42,14.26,14.86,232.77,151.84,66.07
ORD-579583,PROD-000383,2,403.78,0.404526805159184,326.68,807.56,33.66,11.99,526.53,442.16,72.38
ORD-738809,PROD-000551,4,12.53,0.3400967474137565,17.05,50.12,5.95,9.66,48.68,18.08,20.94
ORD-591960,PROD-000535,2,25.87,0.1606172023154638,8.31,51.74,3.04,14.68,61.15,19.2,27.27
ORD-592889,PROD-000971,1,268.9,0.125749287631852,33.81,268.9,16.46,5.76,257.31,107.68,143.87
ORD-135885,PROD-000243,1,29.57,0.0198744056292321,0.59,29.57,2.03,3.16,34.17,14.75,16.26
ORD-845272,PROD-000809,1,79.42,0.0413669732852806,3.29,79.42,7.61,32.73,116.47,41.7,42.04
ORD-999776,PROD-001142,2,21.29,0.0129917033322031,0.55,42.58,2.94,14.97,59.94,21.68,23.29
ORD-268935,PROD-000053,1,1073.78,0.0,0.0,1073.78,204.02,5.39,1283.19,700.45,577.35
ORD-452080,PROD-000137,3,733.77,0.1685535935207539,371.04,2201.31,128.12,12.3,1970.69,930.75,1027.64
ORD-964467,PROD-000407,4,335.89,0.0851303845724418,114.38,1343.56,86.04,6.32,1321.54,580.4,734.82
ORD-651231,PROD-000321,4,46.88,0.0081271812025652,1.52,187.52,37.2,1.81,225.01,93.92,129.28
ORD-865800,PROD-000239,1,58.84,0.0,0.0,58.84,4.12,6.3,69.26,31.33,31.63
ORD-252973,PROD-000740,3,95.23,0.0,0.0,285.69,20.0,3.25,308.94,162.33,143.36
ORD-787103,PROD-000606,3,194.05,0.0,0.0,582.15,40.75,3.86,626.76,217.65,405.25
ORD-299531,PROD-000865,5,142.6,0.2613621037672591,186.35,713.0,26.33,4.31,557.29,306.6,246.38
ORD-102875,PROD-000026,2,1147.71,0.213314735113428,489.65,2295.42,126.4,5.81,1937.98,1501.78,430.39
ORD-799133,PROD-000226,5,147.53,0.107057877433437,78.97,737.65,46.11,6.3,711.09,241.95,462.84
ORD-558306,PROD-000424,2,163.54,0.0831313422097055,27.19,327.08,20.99,14.93,335.81,182.68,138.2
ORD-964939,PROD-000313,1,22.08,0.0,0.0,22.08,1.55,3.86,27.49,12.77,10.86
ORD-220851,PROD-000645,1,345.18,0.0,0.0,345.18,24.16,3.47,372.81,200.57,168.77
ORD-136939,PROD-001163,1,112.93,0.0676731533879103,7.64,112.93,7.37,5.61,118.27,35.35,77.31
ORD-670973,PROD-000587,1,35.3,0.0210150650862136,0.74,35.3,2.42,0.3599999999999999,37.34,15.43,21.55
ORD-621839,PROD-000215,1,79.21,0.1905918456539613,15.1,79.21,4.49,3.23,71.83,31.55,37.05
ORD-189251,PROD-000443,5,111.51,0.1167262794874732,65.08,557.55,98.49,3.21,594.17,327.25,263.71
ORD-649415,PROD-000040,1,442.54,0.1085295683895904,48.03,442.54,71.01,3.94,469.46,300.27,165.25
ORD-950895,PROD-000205,1,195.81,0.1169050267169224,22.89,195.81,12.1,6.27,191.29,63.55,121.47
ORD-969936,PROD-000593,1,142.3,0.0,0.0,142.3,9.96,24.01,176.27,58.26,94.0
ORD-388104,PROD-000650,1,105.52,0.1365171687888509,14.41,105.52,6.38,21.15,118.64,52.6,44.89
ORD-702617,PROD-000189,4,118.16,0.2316105132829378,109.47,472.64,25.42,3.77,392.36,225.44,163.15
ORD-276698,PROD-000128,4,587.72,0.3211001651263256,754.87,2350.88,319.2,5.47,1920.68,1310.0,605.21
ORD-498412,PROD-000947,1,269.94,0.0262261412974103,7.08,269.94,18.4,3.09,284.35,111.08,170.18
ORD-175945,PROD-000801,3,91.74,0.4640383135778348,127.71,275.22,10.33,6.32,164.16,87.51,70.33
ORD-230233,PROD-001047,3,54.54,0.4061960735920727,66.46,163.62,6.8,5.85,109.81,43.71,60.25
ORD-155789,PROD-000720,4,114.16,0.0583342546789642,26.64,456.64,30.1,3.55,463.65,211.24,248.86
ORD-958017,PROD-000986,3,709.87,0.2546461074311247,542.3,2129.61,111.11,12.05,1710.47,1317.57,380.85
ORD-906650,PROD-000023,4,383.2,0.0,0.0,1532.8,107.3,5.67,1645.77,1012.32,627.78
ORD-806560,PROD-001030,4,6.46,0.1556155554806028,4.02,25.84,1.53,3.62,26.97,10.24,13.11
ORD-467314,PROD-001129,2,19.77,0.1860611492604073,7.36,39.54,2.25,15.28,49.71,20.56,13.87
ORD-794594,PROD-000975,3,825.94,0.1236149884785857,306.3,2477.82,152.01,5.67,2329.2,1126.14,1197.39
ORD-413838,PROD-000783,1,208.42,0.131720433652211,27.45,208.42,12.67,3.85,197.49,91.8,101.84
ORD-243090,PROD-000389,3,101.36,0.5428526518229135,165.07,304.08,26.41,16.7,182.12,181.05,-15.63
ORD-515749,PROD-000853,4,135.42,0.1563910756967138,84.71,541.68,31.99,0.8399999999999999,489.8,203.08,285.88
ORD-236077,PROD-000719,5,43.68,0.1756237153902339,38.36,218.4,12.6,5.75,198.39,89.55,103.09
ORD-156854,PROD-001038,1,27.99,0.1326120445198833,3.71,27.99,1.7,0.4399999999999999,26.42,11.99,13.99
ORD-894311,PROD-000568,4,95.01,0.2335256239807517,88.75,380.04,37.87,1.21,330.37,143.64,185.52
ORD-399479,PROD-000376,5,227.08,0.0797728728998017,90.57,1135.4,198.52,1.7800000000000002,1245.13,422.1,821.25
ORD-540819,PROD-000402,3,178.71,0.0,0.0,536.13,37.53,3.94,577.6,266.25,307.41
ORD-318008,PROD-000159,1,167.76,0.219810777306944,36.88,167.76,9.16,6.06,146.1,100.3,39.74
ORD-723621,PROD-000760,2,159.29,0.3590705401022209,114.39,318.58,26.54,14.62,245.35,162.0,68.73
ORD-457599,PROD-000430,1,191.55,0.162687520018376,31.16,191.55,11.23,5.8,177.42,68.95,102.67
ORD-542221,PROD-000725,1,64.84,0.1059682969939709,6.87,64.84,4.06,12.46,74.49,36.57,25.46
ORD-771835,PROD-000638,1,528.46,0.1879463735792637,99.32,528.46,30.04,15.07,474.25,369.34,89.84
ORD-978731,PROD-000890,2,233.3,0.170752453448693,79.67,466.6,73.52,12.42,472.87,243.36,217.09
ORD-536836,PROD-000841,2,176.21,0.0,0.0,352.42,24.67,12.2,389.29,117.58,259.51
ORD-347180,PROD-000594,2,170.56,0.0911548444837351,31.09,341.12,21.7,3.36,335.09,105.62,226.11
ORD-387190,PROD-000075,3,321.78,0.1428783637034811,137.93,965.34,107.56,6.82,941.79,553.65,381.32
ORD-303188,PROD-000907,3,298.77,0.0436653224131464,39.14,896.31,60.0,11.98,929.15,275.25,641.92
ORD-514925,PROD-000045,3,355.82,0.084554270604318,90.26,1067.46,195.44,12.77,1185.41,605.82,566.82
ORD-966180,PROD-000143,1,409.07,0.1954603008210461,79.96,409.07,23.04,14.9,367.05,254.41,97.74
ORD-241992,PROD-000728,3,75.6,0.0739753481820334,16.78,226.8,14.7,3.45,228.17,81.27,143.45
ORD-168008,PROD-000999,1,175.13,0.1256370282439393,22.0,175.13,19.91,27.95,200.99,115.51,57.53
ORD-229466,PROD-000651,1,71.39,0.0899919284883143,6.42,71.39,12.99,4.55,82.51,33.28,44.68
ORD-909971,PROD-000455,3,320.91,0.086604599876118,83.38,962.73,61.55,14.86,955.76,519.36,421.54
ORD-489662,PROD-000221,1,119.71,0.1099671484991299,13.16,119.71,7.46,6.1,120.11,71.34,42.67
ORD-635800,PROD-000866,4,196.08,0.0179459545464511,14.08,784.32,53.92,5.72,829.88,288.52,535.64
ORD-148858,PROD-000041,5,1249.67,0.4597735389218473,2872.83,6248.35,236.29,3.42,3615.23,4244.0,-632.19
ORD-757484,PROD-000044,2,863.97,0.1885271748147419,325.76,1727.94,98.15,0.8199999999999998,1501.15,1008.22,492.11
ORD-161251,PROD-000932,1,101.95,0.0823261500392161,8.39,101.95,9.36,8.6,111.52,43.95,58.97
ORD-192696,PROD-000012,3,1433.55,0.3560395866781504,1531.2,4300.65,526.2,4.88,3300.53,2980.89,314.76
ORD-794540,PROD-000405,4,102.72,0.3290980691227673,135.22,410.88,35.84,3.5700000000000003,315.07,241.76,69.74
ORD-452178,PROD-000016,2,1061.28,0.2271322698702697,482.1,2122.56,114.83,3.3200000000000003,1758.61,1193.6,561.69
ORD-505604,PROD-000934,2,78.69,0.0867629984201403,13.65,157.38,28.75,2.17,174.65,84.64,87.84
ORD-685299,PROD-001097,1,271.51,0.196119725928145,53.25,271.51,15.28,14.68,248.22,95.26,138.28
ORD-658712,PROD-000529,1,79.14,0.1315554160281674,10.41,79.14,4.81,3.47,77.01,25.9,47.64
ORD-912496,PROD-000786,2,49.36,0.1405426480662896,13.87,98.72,16.12,9.62,110.59,56.82,44.15
ORD-826924,PROD-000707,1,68.41,0.0631907046405754,4.32,68.41,6.41,9.4,79.9,45.47,25.03
ORD-569517,PROD-000363,2,251.16,0.024866290844035,12.49,502.32,97.97,20.04,607.84,196.78,391.02
ORD-109738,PROD-000497,1,37.2,0.1046156658870846,3.89,37.2,2.33,6.03,41.67,14.5,21.14
ORD-778855,PROD-000179,1,235.32,0.0955634737903583,22.49,235.32,42.57,1.66,257.06,137.29,118.11
ORD-887380,PROD-000571,2,43.12,0.0825221079817614,7.12,86.24,5.54,6.48,91.14,27.2,57.46
ORD-493037,PROD-001073,1,20.7,0.0,0.0,20.7,1.45,21.13,43.28,5.19,16.96
ORD-124004,PROD-000994,2,971.74,0.1191297605946322,231.53,1943.48,85.6,7.99,1805.54,1032.56,764.99
ORD-341466,PROD-000408,1,96.75,0.0162644264451113,1.57,96.75,6.66,20.61,122.45,46.41,55.43
ORD-154726,PROD-000761,1,87.5,0.0,0.0,87.5,6.13,14.88,108.51,38.54,55.09
ORD-813128,PROD-000237,1,45.65,0.1748554130784867,7.98,45.65,7.16,5.06,49.89,21.47,23.36
ORD-859825,PROD-000043,1,1263.42,0.0,0.0,1263.42,88.44,3.31,1355.17,849.2,502.66
ORD-947463,PROD-000323,3,291.83,0.1922035023107043,168.27,875.49,49.51,15.15,771.88,371.46,385.27
ORD-625073,PROD-000269,1,69.38,0.0349752593033285,2.43,69.38,4.69,23.66,95.3,33.59,38.05
ORD-582430,PROD-000571,1,43.12,0.1368015146341955,5.9,43.12,2.61,6.04,45.87,13.6,26.23
ORD-637238,PROD-000043,3,1263.42,0.5865544705994741,2223.19,3790.26,313.41,1.93,1882.41,2547.6,-667.12
ORD-959110,PROD-000580,1,51.01,0.0646520577867052,3.3,51.01,3.34,3.21,54.26,19.99,31.06
ORD-181165,PROD-000032,2,929.66,0.1707288706112459,317.44,1859.32,107.93,6.27,1656.08,1216.36,433.45
ORD-806859,PROD-000353,1,310.37,0.0325143099891693,10.09,310.37,21.02,6.01,327.31,139.82,181.48
ORD-788109,PROD-000946,3,323.04,0.2549356889827621,247.06,969.12,50.54,3.46,776.06,579.51,193.09
ORD-972649,PROD-001131,1,103.68,0.0,0.0,103.68,20.74,3.29,127.71,54.38,70.04
ORD-908963,PROD-000369,1,398.04,0.1521762080097796,60.57,398.04,23.62,11.86,372.95,156.62,204.47
ORD-510868,PROD-000460,3,269.54,0.4414791005810791,356.99,808.62,31.61,3.2300000000000004,486.47,370.17,113.07
ORD-655811,PROD-000273,3,92.78,0.3852743081478981,107.24,278.34,11.98,5.77,188.85,111.27,71.81
ORD-218613,PROD-000745,3,272.33,0.5324733966068749,435.03,816.99,26.74,20.69,429.39,460.02,-51.32
ORD-964562,PROD-000535,2,25.87,0.0999303958787163,5.17,51.74,3.26,2.93,52.76,19.2,30.63
ORD-352133,PROD-000619,2,185.0,0.30572820800838,113.12,370.0,48.81,1.54,307.23,134.34,171.35
ORD-256649,PROD-000813,3,102.52,0.4386818809617445,134.92,307.56,12.08,6.01,190.73,118.44,66.28
ORD-791411,PROD-000896,1,21.47,0.0,0.0,21.47,2.79,7.17,31.43,7.24,17.02
ORD-640857,PROD-000139,1,542.29,0.091807463493599,49.79,542.29,34.48,0.8300000000000001,527.81,277.71,249.27
ORD-873827,PROD-000239,1,58.84,0.0954632532307927,5.62,58.84,10.11,0.2200000000000002,63.55,31.33,32.0
ORD-415614,PROD-000194,4,92.31,0.1540057789721833,56.87,369.24,59.35,9.49,381.21,161.64,210.08
ORD-120094,PROD-001146,5,122.88,0.2963849906697428,182.1,614.4,30.26,3.01,465.57,219.5,243.06
ORD-357649,PROD-000522,2,29.24,0.5788397450026004,33.85,58.48,1.72,2.53,28.88,27.16,-0.81
ORD-922025,PROD-000315,1,265.8,0.1971119346633445,52.39,265.8,42.68,4.61,260.7,148.17,107.92
ORD-797805,PROD-000255,2,44.79,0.1450806591759023,13.0,89.58,15.32,5.33,97.23,43.54,48.36
ORD-159379,PROD-000773,1,93.3,0.0381178002858022,3.56,93.3,17.95,5.28,112.97,41.86,65.83
ORD-574227,PROD-000526,4,16.7,0.0812840673877789,5.43,66.8,4.3,6.19,71.86,20.36,45.31
ORD-727321,PROD-000605,3,64.03,0.0512400137362443,9.84,192.09,12.76,14.71,209.72,58.62,136.39
ORD-417793,PROD-000974,2,337.78,0.0389770865065228,26.33,675.56,45.45,3.75,698.43,336.16,358.52
ORD-823997,PROD-000063,5,1262.39,0.1789239803094259,1129.36,6311.95,362.78,14.72,5560.09,3856.85,1688.52
ORD-339618,PROD-000389,1,101.36,0.1241294484700831,12.58,101.36,6.21,14.81,109.8,60.35,34.64
ORD-197489,PROD-001069,1,69.31,0.1336410728121576,9.26,69.31,4.2,15.27,79.52,31.85,32.4
ORD-272143,PROD-000761,4,87.5,0.1092638579761266,38.24,350.0,21.82,15.25,348.83,154.16,179.42
ORD-134779,PROD-001060,5,88.76,0.060347741079285,26.78,443.8,83.4,12.89,513.31,201.3,299.12
ORD-888358,PROD-000485,1,70.82,0.1360104873160726,9.63,70.82,11.01,4.25,76.45,29.33,42.87
ORD-369919,PROD-000683,1,59.25,0.2058871884307534,12.2,59.25,3.29,0.56,50.9,36.28,14.06
ORD-557583,PROD-001135,3,299.68,0.4598446446316289,413.42,899.04,63.13,14.81,563.56,343.14,205.61
ORD-226345,PROD-000004,2,1120.49,0.0,0.0,2240.98,156.87,5.5,2403.35,1129.72,1268.13
ORD-869295,PROD-000004,2,1120.49,0.1788247168165997,400.74,2240.98,368.05,0.04,2208.33,1129.72,1078.57
ORD-538755,PROD-000310,3,223.53,0.1883945756485741,126.34,670.59,38.1,3.29,585.64,340.92,241.43
ORD-583377,PROD-000390,3,266.05,0.0,0.0,798.15,55.87,23.72,877.74,280.89,573.13
ORD-798682,PROD-000290,1,35.47,0.1926845273378467,6.83,35.47,2.0,5.9,36.54,18.28,12.36
ORD-559612,PROD-000355,1,310.79,0.1874453520643587,58.26,310.79,45.46,13.239999999999998,311.23,141.24,156.75
ORD-454749,PROD-000620,4,100.2,0.2928300925528469,117.37,400.8,28.34,2.8600000000000003,314.63,204.6,107.17
ORD-866473,PROD-000506,1,10.53,0.1123614560908776,1.18,10.53,0.65,5.68,15.68,4.52,5.48
ORD-642771,PROD-001046,1,63.59,0.1533430811614415,9.75,63.59,3.77,14.61,72.22,27.71,29.9
ORD-423757,PROD-000592,2,191.74,0.1641708647718816,62.96,383.48,22.44,0.9500000000000002,343.91,190.48,152.48
ORD-113060,PROD-001021,5,33.24,0.2030838785226583,33.75,166.2,9.27,6.04,147.76,45.4,96.32
ORD-118502,PROD-000245,4,103.13,0.4861163909734481,200.53,412.52,40.28,5.03,257.3,177.68,74.59
ORD-857881,PROD-000357,1,151.53,0.2358083377372307,35.73,151.53,8.11,5.79,129.7,63.92,59.99
ORD-284727,PROD-000247,3,71.48,0.1328196199103586,28.48,214.44,13.02,12.15,211.13,84.54,114.44
ORD-673955,PROD-000716,2,249.17,0.2232504338937054,111.25,498.34,77.42,12.36,476.87,231.64,232.87
ORD-424216,PROD-000180,1,89.26,0.0558086103346282,4.98,89.26,5.9,6.08,96.26,38.84,51.34
ORD-242384,PROD-000960,1,244.45,0.1383453560490776,33.82,244.45,40.02,5.3,255.95,141.13,109.52
ORD-357581,PROD-000214,1,125.64,0.1944808456143254,24.43,125.64,7.08,12.13,120.42,38.45,69.84
ORD-931025,PROD-000910,1,91.46,0.0838351033362201,7.67,91.46,5.87,20.73,110.39,34.2,55.46
ORD-467627,PROD-000876,2,337.97,0.0710075769963488,48.0,675.94,43.96,2.78,674.68,220.88,451.02
ORD-322731,PROD-000573,1,25.69,0.1066118660992806,2.74,25.69,1.61,0.7999999999999998,25.36,12.17,12.39
ORD-289606,PROD-000147,2,594.37,0.0,0.0,1188.74,237.75,4.81,1431.3,499.68,926.81
ORD-611162,PROD-000522,3,29.24,0.0330100951652825,2.9,87.72,5.94,12.07,102.83,40.74,50.02
ORD-255210,PROD-000138,1,765.04,0.22733045318295,173.92,765.04,118.22,17.22,726.56,487.83,221.51
ORD-990097,PROD-000390,1,266.05,0.160037177527754,42.58,266.05,44.69,5.03,273.19,93.63,174.53
ORD-868056,PROD-000434,4,360.58,0.0435388700042806,62.8,1442.32,96.57,3.66,1479.75,518.48,957.61
ORD-358744,PROD-000329,3,295.35,0.0370258009979773,32.81,886.05,59.73,14.67,927.64,419.88,493.09
ORD-243935,PROD-000223,3,88.87,0.0763407115759621,20.35,266.61,24.63,22.88,293.77,92.82,178.07
ORD-639622,PROD-000389,3,101.36,0.2377583476270703,72.3,304.08,16.22,2.79,250.79,181.05,66.95
ORD-458251,PROD-000742,2,83.94,0.0310878293693313,5.22,167.88,21.15,17.8,201.61,59.28,124.53
ORD-926664,PROD-000800,4,16.11,0.156122894826018,10.06,64.44,10.33,0.27,64.98,29.72,34.99
ORD-233195,PROD-000895,1,19.92,0.0648655391421208,1.29,19.92,1.3,5.62,25.55,8.24,11.69
ORD-917560,PROD-000576,2,26.52,0.0,0.0,53.04,3.71,2.7,59.45,22.66,34.09
ORD-652829,PROD-000617,2,179.08,0.0308499927171983,11.05,358.16,69.42,12.85,429.38,165.28,251.25
ORD-654409,PROD-000661,3,127.94,0.4383543341606218,168.25,383.82,15.09,3.08,233.74,245.94,-15.28
ORD-749067,PROD-000274,2,56.93,0.0181337063944923,2.06,113.86,7.83,2.7,122.33,57.02,62.61
ORD-718168,PROD-000392,1,148.41,0.0534392538259376,7.93,148.41,9.83,2.6500000000000004,152.96,80.17,70.14
ORD-115728,PROD-000285,2,39.39,0.5103874489257383,40.21,78.78,2.7,2.71,43.98,41.32,-0.05
ORD-902524,PROD-001078,3,62.74,0.0820948732138105,15.45,188.22,12.09,15.36,200.22,58.59,126.27
ORD-806901,PROD-000926,1,159.99,0.1311574547567547,20.98,159.99,18.07,7.39,164.47,50.1,106.98
ORD-730210,PROD-000711,4,114.1,0.3950689319200781,180.31,456.4,55.22,2.88,334.19,184.28,147.03
ORD-374143,PROD-000497,5,37.2,0.0,0.0,186.0,18.6,35.6,240.2,72.5,132.1
ORD-745196,PROD-000033,2,879.55,0.0,0.0,1759.1,123.14,5.79,1888.03,1029.96,852.28
ORD-624172,PROD-001092,2,55.89,0.1662247859634581,18.58,111.78,6.52,6.46,106.18,51.32,48.4
ORD-305654,PROD-000836,2,36.22,0.0,0.0,72.44,13.76,5.29,91.49,37.2,49.0
ORD-477857,PROD-000744,1,100.48,0.0,0.0,100.48,7.03,12.23,119.74,53.84,53.67
ORD-600224,PROD-001142,5,21.29,0.0,0.0,106.45,7.45,4.05,117.95,54.2,59.7
ORD-355189,PROD-000537,2,26.36,0.04143675290262,2.18,52.72,10.11,2.98,63.63,21.5,39.15
ORD-820400,PROD-000158,2,291.57,0.1008516010535849,58.81,583.14,36.7,14.6,575.63,182.5,378.53
ORD-952401,PROD-000514,2,46.76,0.0419942255547237,3.93,93.52,6.27,14.74,110.6,41.32,54.54
ORD-700873,PROD-000159,1,167.76,0.0518109431909636,8.69,167.76,11.13,3.68,173.88,100.3,69.9
ORD-440806,PROD-001096,4,31.95,0.0,0.0,127.8,16.61,7.35,151.76,50.72,93.69
ORD-320132,PROD-000081,2,758.32,0.0341873175167421,51.85,1516.64,102.54,5.75,1573.08,968.34,598.99
ORD-488797,PROD-000388,1,86.21,0.1464788042007349,12.63,86.21,14.72,5.21,93.51,38.84,49.46
ORD-986640,PROD-000816,3,82.56,0.3867806324961269,95.8,247.68,19.74,7.19,178.81,90.36,81.26
ORD-298602,PROD-001105,5,215.54,0.3060208219314574,329.8,1077.7,52.35,0.4199999999999999,800.67,325.55,474.7
ORD-781251,PROD-000310,1,223.53,0.0696350559758691,15.57,223.53,37.43,16.06,261.45,113.64,131.75
ORD-133467,PROD-000631,4,33.35,0.1562480686435808,20.84,133.4,7.88,1.0499999999999998,121.49,53.4,67.04
ORD-181786,PROD-000797,2,216.09,0.2490911055262126,107.65,432.18,22.72,3.29,350.54,225.64,121.61
ORD-619361,PROD-000429,2,180.07,0.0606358353733107,21.84,360.14,23.68,2.6500000000000004,364.63,181.98,180.0
ORD-964495,PROD-000448,1,244.75,0.0072493458583597,1.77,244.75,17.01,5.55,265.54,149.42,110.57
ORD-194247,PROD-000378,3,260.54,0.0991689101690444,77.51,781.62,49.29,0.6200000000000001,754.02,292.56,460.84
ORD-938452,PROD-000377,2,158.49,0.3883136540575677,123.09,316.98,36.84,9.58,240.31,131.52,99.21
ORD-459801,PROD-001166,1,71.26,0.175606387045814,12.51,71.26,4.11,2.92,65.78,36.75,26.11
ORD-725745,PROD-000131,1,793.35,0.1922759702758393,152.54,793.35,44.86,24.15,709.82,399.18,286.49
ORD-166850,PROD-000011,2,989.81,0.1848940668682394,366.02,1979.62,322.72,9.35,1945.67,1057.32,879.0
ORD-471173,PROD-000499,4,52.24,0.2721476349290578,56.87,208.96,10.65,6.33,169.07,90.6,72.14
ORD-498582,PROD-001101,1,135.71,0.1438351296949179,19.52,135.71,11.62,5.76,133.57,74.54,53.27
ORD-152971,PROD-000992,1,747.72,0.1847118662133521,138.11,747.72,42.67,3.97,656.25,385.3,266.98
ORD-948557,PROD-000318,4,271.04,0.0,0.0,1084.16,75.89,0.8300000000000001,1160.88,427.0,733.05
ORD-238440,PROD-000752,1,251.35,0.1911639016444006,48.05,251.35,14.23,3.45,220.98,143.21,74.32
ORD-986356,PROD-000201,3,67.3,0.231425785578408,46.72,201.9,10.86,5.77,171.81,77.43,88.61
ORD-319342,PROD-000003,3,275.51,0.1791456477043713,148.07,826.53,135.69,2.46,816.61,556.44,257.71
ORD-891873,PROD-000190,1,142.49,0.1218888623892681,17.37,142.49,8.76,5.75,139.63,81.4,52.48
ORD-838097,PROD-001027,1,19.71,0.0598753458310229,1.18,19.71,1.85,8.58,28.96,9.58,10.8
ORD-907735,PROD-000793,3,102.3,0.2625224126221025,80.57,306.9,15.84,21.16,263.33,167.94,74.23
ORD-754892,PROD-000133,1,700.89,0.1496803660245552,104.91,700.89,119.2,2.34,717.52,355.53,359.65
ORD-141691,PROD-000606,2,194.05,0.0,0.0,388.1,27.17,3.16,418.43,145.1,270.17
ORD-473369,PROD-001133,3,249.37,0.4776047189225664,357.3,748.11,27.36,3.0,421.17,382.44,35.73
ORD-829527,PROD-001135,1,299.68,0.025366241095762,7.6,299.68,20.45,6.12,318.65,114.38,198.15
ORD-139236,PROD-001129,1,19.77,0.0,0.0,19.77,1.38,15.13,36.28,10.28,10.87
ORD-698317,PROD-000395,3,325.5,0.3743499899232267,365.55,976.5,42.77,3.68,657.4,614.82,38.9
ORD-579337,PROD-000961,1,364.99,0.0559484396841979,20.42,364.99,24.12,20.97,389.66,239.62,129.07
ORD-788085,PROD-000626,1,115.31,0.127824120634861,14.74,115.31,7.04,15.47,123.08,51.61,56.0
ORD-428691,PROD-001052,3,45.62,0.1461774770298975,20.01,136.86,8.18,5.82,130.85,49.35,75.68
ORD-666474,PROD-000489,4,79.96,0.4404545037554532,140.87,319.84,12.53,6.04,197.54,99.04,92.46
ORD-537348,PROD-000122,1,481.93,0.1975706118928714,95.22,481.93,50.27,28.17,465.15,306.2,130.78
ORD-511681,PROD-001013,2,460.42,0.1261459385967775,116.16,920.84,160.94,12.66,978.28,639.16,326.46
ORD-343706,PROD-001030,1,6.46,0.0779294591316334,0.5,6.46,1.13,12.83,19.92,2.56,4.53
ORD-387906,PROD-000791,2,200.9,0.2464927378133589,99.04,401.8,57.52,3.18,363.46,225.58,134.7
ORD-894248,PROD-000032,1,929.66,0.1529120188753095,142.16,929.66,102.38,4.26,894.14,608.18,281.7
ORD-718966,PROD-000624,1,149.31,0.2027281785960736,30.27,149.31,21.43,15.55,156.02,75.32,65.15
ORD-291561,PROD-000111,3,349.18,0.0308222759743403,32.29,1047.54,101.52,9.13,1125.9,617.49,499.28
ORD-459883,PROD-000260,2,111.12,0.4778404123338953,106.2,222.24,8.12,3.29,127.45,106.68,17.48
ORD-187517,PROD-000866,1,196.08,0.2271830145281034,44.55,196.08,30.31,5.24,187.08,72.13,109.71
